"","B_Name","R_Name","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_Weight","R_Weight","B_Country","R_Country","Date","winby","winner","B__Round1_Grappling_Submissions_Attempts","B__Round2_Grappling_Submissions_Attempts","B__Round3_Grappling_Submissions_Attempts","R__Round1_Grappling_Submissions_Attempts","R__Round2_Grappling_Submissions_Attempts","R__Round3_Grappling_Submissions_Attempts","B__Round1_Grappling_Takedowns_Landed","B__Round2_Grappling_Takedowns_Landed","B__Round3_Grappling_Takedowns_Landed","R__Round1_Grappling_Takedowns_Landed","R__Round2_Grappling_Takedowns_Landed","R__Round3_Grappling_Takedowns_Landed","B__Round1_Strikes_Significant.Strikes_Landed","B__Round2_Strikes_Significant.Strikes_Landed","B__Round3_Strikes_Significant.Strikes_Landed","R__Round1_Strikes_Significant.Strikes_Landed","R__Round2_Strikes_Significant.Strikes_Landed","R__Round3_Strikes_Significant.Strikes_Landed"
"1022","Phil Davis","Glover Teixeira",1,1,0,0,32,37,187,187,93,93,"USA","Brazil","10/27/2014","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,2,11,10,22,19,22
"1023","Zach Makovsky","Jussier Formiga",0,1,0,1,33,31,162,165,56,56,"USA","Brazil","08/18/2014","DEC","red",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0
"1024","Akbarh Arreola","Francisco Trinaldo",2,3,1,1,34,38,177,175,70,70,"Mexico","Brazil","03/23/2015","DEC","red",1,0,0,0,1,0,2,1,0,0,0,1,24,8,10,42,24,38
"1025","Sara McMann","Miesha Tate",2,2,1,2,36,30,167,167,61,61,"States","States","02/02/2015","DEC","red",0,0,0,0,1,1,1,2,2,1,0,1,26,9,16,38,23,21
"1026","Willie Gates","John Moraga",0,3,0,1,30,33,172,167,56,56,"USA","USA","12/16/2014","SUB","red",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,37,11
"1027","Belal Muhammad","Vicente Luque",2,3,1,2,28,25,180,180,77,77,"States","States","11/14/2016","KO/TKO","red",0,0,0,0,1,1,1,2,2,2,2,0,26,30,87,34,17,13
"1028","Ben Nguyen","Louis Smolka",2,5,2,3,28,25,165,175,56,56,"USA","USA","07/14/2016","KO/TKO","red",2,0,0,2,3,3,0,0,0,0,3,5,38,0,0,87,111,85
"1029","Noad Lahat","Niklas Backstrom",2,2,1,0,32,27,175,185,65,65,"Israel","Sweden","06/22/2015","DEC","blue",0,0,0,2,0,0,3,1,0,0,0,0,22,16,12,12,0,0
"1030","Alex Garcia","Mike Pyle",4,5,0,0,29,41,175,182,77,77,"Republic","USA","01/02/2017","KO/TKO","blue",0,0,0,1,0,3,6,7,6,2,3,0,31,56,26,39,41,71
"1031","Chris Camozzi","Jacare Souza",2,2,0,2,30,37,187,185,84,84,"USA","Brazil","04/19/2015","SUB","red",0,0,1,1,0,3,0,0,0,2,1,3,26,24,59,10,20,18
"1032","Viktor Pesta","Aleksei Oleinik",4,1,0,0,26,39,190,187,109,109,"Republic","Russia","01/17/2017","SUB","red",0,0,0,0,2,0,5,4,1,2,1,1,29,27,16,6,2,0
"1033","Dustin Ortiz","Jussier Formiga",6,4,0,0,28,31,165,165,56,56,"USA","Brazil","09/25/2016","DEC","red",0,1,0,1,0,0,5,4,4,4,2,1,89,92,113,31,23,12
"1034","Alistair Overeem","Roy Nelson",3,2,1,0,36,40,193,182,120,119,"England","USA","03/16/2015","DEC","blue",0,0,0,0,0,0,1,0,0,0,1,0,67,14,18,30,9,0
"1035","Alex Nicholson","Misha Cirkunov",0,1,0,1,26,30,193,190,84,93,"USA","Latvia","02/08/2016","SUB","red",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,0,0
"1036","Rashid Magomedov","Bobby Green",1,3,0,0,32,30,175,177,70,70,"Russia","USA","04/15/2017","DEC","blue",0,0,0,0,0,0,1,0,0,0,0,0,13,11,17,51,40,34
"1037","Fernando Bruno","Gray Maynard",1,2,0,0,35,37,167,172,65,65,"Brazil","USA","07/11/2016","DEC","red",0,0,0,0,0,0,1,0,2,2,1,1,5,2,15,21,9,6
"1038","Christos Giagos","Jorge de Oliveira",1,1,0,0,27,37,177,172,70,77,"USA","Brazil","03/23/2015","SUB","blue",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,7,7
"1039","Chris Avila","Artem Lobov",0,2,0,0,24,30,177,175,65,70,"USA","Russia","08/22/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7
"1040","Conor McGregor","Nate Diaz",6,3,0,2,28,31,175,182,70,77,"Ireland","USA","08/22/2016","DEC","blue",0,0,0,0,2,0,1,0,0,1,0,0,122,81,0,53,127,63
"1041","Karolina Kowalkiewicz","Randa Markos",0,2,0,1,31,31,160,162,52,52,"Poland","Iraq","12/21/2015","DEC","blue",0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,17,31,25
"1042","Karolina Kowalkiewicz","Joanna Jedrzejczyk",3,6,3,6,31,29,160,167,52,52,"Poland","Poland","11/14/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,1,0,73,92,104,94,204,163
"1043","Luan Chagas","Sergio Moraes",0,2,0,2,23,34,182,182,77,77,"Brazil","Brasil","05/17/2016","","draw",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23,26,23
"1044","Danny Castillo","Nik Lentz",4,1,0,1,37,32,175,172,70,70,"USA","States","12/21/2015","DEC","red",1,0,1,0,0,0,0,0,2,2,1,1,45,35,15,20,19,13
"1045","Rafael Natal","Robert Whittaker",5,5,4,4,34,26,182,182,84,84,"Brazil","Zealand","04/25/2016","DEC","red",0,0,0,0,0,0,5,7,4,2,0,1,81,77,79,104,67,40
"1046","Jason High","Rafael dos Anjos",0,1,0,0,35,32,172,175,70,70,"USA","Brazil","06/09/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5
"1047","Randy Brown","Erick Montano",2,1,0,1,26,31,190,182,77,77,"Jamaica","Mexico","09/19/2016","SUB","blue",1,1,0,0,0,0,0,1,0,1,0,1,22,17,19,20,13,16
"1048","Ray Borg","Jussier Formiga",6,5,1,1,23,31,162,165,56,56,"States","Brazil","03/12/2017","DEC","blue",4,5,2,2,0,1,8,4,7,5,2,1,32,44,24,33,23,18
"1049","Alberto Uda","Jake Collier",0,2,0,0,32,28,190,190,84,84,"Brazil","USA","05/31/2016","KO/TKO","red",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,35,2,0
"1050","Volkan Oezdemir","Ovince Saint Preux",0,8,0,0,27,33,185,190,93,93,"Switzerland","States","02/06/2017","DEC","blue",0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,82,61,43
"1051","Ron Stallings","Joe Riggs",2,2,1,0,34,34,182,182,84,84,"USA","USA","09/07/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,2,0,1,28,6,26,5,12,6
"1052","Sabah Homasi","Tim Means",0,7,0,1,28,33,182,187,77,77,"USA","USA","08/22/2016","KO/TKO","red",0,0,0,0,0,2,0,0,0,1,3,3,0,0,0,142,82,58
"1053","Reza Madadi","Yan Cabral",1,3,0,0,38,33,180,180,70,70,"Iran","Brazil","05/09/2016","KO/TKO","blue",0,0,0,1,1,1,0,1,0,3,2,1,6,11,16,33,27,5
"1054","Robert Whittaker","Jacare Souza",7,6,6,2,26,37,182,185,84,84,"Zealand","Brazil","04/16/2017","KO/TKO","blue",0,0,0,3,0,3,2,0,1,5,1,4,160,98,75,67,27,36
"1055","Michelle Waterson","Angela Magana",0,1,0,0,31,33,160,154,52,52,"USA","USA","07/13/2015","SUB","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,6
"1056","Rafael dos Anjos","Benson Henderson",2,2,1,2,32,33,175,175,70,77,"Brazil","USA","08/25/2014","KO/TKO","blue",2,1,0,1,0,1,1,1,0,1,1,2,27,24,5,10,31,25
"1057","Ryan Benoit","Ben Nguyen",1,1,1,1,27,28,165,165,56,56,"USA","USA","11/18/2015","SUB","red",0,0,0,0,0,0,1,0,0,0,0,0,9,19,0,27,0,0
"1058","Anthony Pettis","Max Holloway",5,9,1,9,30,25,177,180,65,65,"USA","USA","12/11/2016","KO/TKO","red",0,1,1,0,2,4,0,0,0,0,1,1,84,94,43,235,194,183
"1059","Wilson Reis","Jussier Formiga",3,2,2,2,32,31,162,165,56,56,"Brazil","Brazil","05/31/2015","DEC","red",1,0,1,1,0,0,4,4,5,3,0,0,32,15,11,14,3,3
"1060","Drew Dober","Scott Holtzman",4,1,0,1,28,33,172,175,70,70,"USA","USA","01/04/2016","DEC","blue",1,0,0,0,0,1,0,0,0,0,0,1,32,26,18,30,30,11
"1061","James Moontasri","Alex Oliveira",4,5,1,0,28,29,177,180,77,77,"Germany","Brazil","07/25/2016","DEC","red",0,1,0,1,1,1,0,0,0,4,1,3,74,7,3,55,32,12
"1062","Jason Knight","Tatsuya Kawajiri",0,3,0,1,24,38,177,170,65,65,"States","Japan","12/14/2015","DEC","red",0,0,0,0,1,1,0,0,0,4,2,2,0,0,0,42,18,13
"1063","Cody Garbrandt","Thomas Almeida",2,4,2,4,25,25,172,170,61,61,"USA","Brazil","05/31/2016","KO/TKO","blue",0,0,0,0,0,0,2,0,1,0,0,0,24,24,27,109,45,45
"1064","Justin Scoggins","Pedro Munhoz",5,4,2,1,24,30,170,167,61,61,"USA","Brazil","11/20/2016","SUB","red",2,0,1,3,0,0,8,4,7,3,0,0,89,56,74,56,23,27
"1065","Leonardo Augusto Leleco","Antonio Carlos Junior",0,5,0,0,32,27,182,187,84,84,"Brazil","Brazil","09/19/2016","SUB","red",0,0,0,1,1,1,0,0,0,5,3,4,0,0,0,38,55,12
"1066","Sean Strickland","Luke Barnatt",1,1,1,1,26,28,185,198,77,84,"USA","England","06/02/2014","DEC","blue",1,0,0,0,0,0,1,0,0,0,0,0,20,0,0,45,0,0
"1067","Scott Askham","Magnus Cedenblad",0,1,0,1,28,34,190,190,84,84,"England","Sweden","11/11/2014","DEC","red",0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,7,10,0
"1068","Juliana Lima","Carla Esparza",3,2,2,0,35,29,165,154,52,52,"Brazil","States","04/25/2016","DEC","red",0,0,0,0,0,1,0,3,2,4,1,1,31,36,43,22,20,4
"1069","Tony Martin","Leonardo Santos",2,2,1,1,27,37,182,182,70,70,"USA","Brazil","03/23/2015","SUB","red",3,0,0,0,0,0,2,0,0,1,0,1,28,7,0,24,15,23
"1070","Jon Delos Reyes","Kyoji Horiguchi",1,1,0,1,29,26,167,165,56,56,"Guam","Japan","09/22/2014","KO/TKO","red",0,0,0,0,0,0,1,0,0,0,1,1,9,0,0,10,31,24
"1071","Tatsuya Kawajiri","Cub Swanson",5,4,0,1,38,33,170,172,65,65,"Japan","USA","08/08/2016","DEC","red",0,1,1,0,0,0,6,4,5,0,0,0,58,32,23,79,71,74
"1072","Charles Oliveira","Hatsu Hioki",1,1,1,1,27,33,177,180,65,65,"Brazil","Japan","06/30/2014","SUB","blue",0,1,1,0,2,0,1,2,0,1,2,1,9,9,5,5,9,15
"1073","Frank Mir","Mark Hunt",4,4,0,1,37,43,190,177,119,120,"USA","Zealand","03/21/2016","KO/TKO","red",0,1,0,0,0,0,0,2,0,1,0,0,35,11,7,52,31,3
"1074","Paul Felder","Francisco Trinaldo",6,8,2,6,32,38,180,175,70,70,"States","Brazil","09/26/2016","KO/TKO","red",1,1,1,0,1,0,0,0,3,2,1,4,92,114,72,129,135,130
"1075","Gadzhimurad Antigulov","Marcos Rogerio de Lima",0,1,0,1,30,31,180,185,93,93,"Russia","Brazil","11/20/2016","SUB","blue",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"1076","Kajan Johnson","Naoyuki Kotani",1,2,1,0,32,35,180,172,70,70,"Canada","Japan","10/01/2015","DEC","blue",0,0,1,0,0,0,0,1,2,1,0,0,6,9,5,9,4,0
"1077","Germaine de Randamie","Holly Holm",2,4,2,0,32,35,175,172,65,65,"Netherlands","States","02/13/2017","DEC","blue",0,0,0,0,0,0,0,0,0,1,0,0,34,13,0,64,43,33
"1078","David Teymur","Lando Vannata",2,2,2,1,28,25,175,175,70,70,"Sweden","States","03/06/2017","DEC","blue",0,0,0,0,0,0,1,0,0,0,0,0,48,16,0,44,6,0
"1079","Elizabeth Phillips","Jessamyn Duke",2,2,0,0,30,30,167,180,61,61,"USA","USA","07/27/2015","DEC","blue",0,0,0,0,0,0,0,0,0,0,2,1,42,29,21,43,19,16
"1080","Renato Moicano","Tom Niinimaki",0,2,0,0,27,34,180,175,65,65,"Brazil","Finland","12/22/2014","SUB","blue",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0
"1081","Rodrigo de Lima","Efrain Escudero",1,1,0,0,26,31,170,175,70,70,"Brazil","Mexico","02/16/2015","DEC","red",2,0,0,0,0,0,1,0,0,0,0,0,5,0,0,8,30,5
"1082","Tim Means","Alex Oliveira",9,8,0,0,33,29,187,180,77,77,"USA","Brazil","03/13/2017","SUB","red",0,0,2,2,1,1,2,3,3,5,4,6,186,126,58,89,60,62
"1083","Frankie Saenz","Urijah Faber",3,4,3,0,36,37,167,167,61,61,"USA","USA","12/14/2015","DEC","red",0,0,1,0,1,1,1,1,2,1,3,1,35,52,37,40,27,9
"1084","Jared Rosholt","Roy Nelson",4,4,4,0,30,40,187,182,120,119,"USA","USA","02/08/2016","DEC","red",0,0,0,0,0,0,2,4,4,2,1,0,32,46,37,48,30,22
"1085","Paul Craig","Henrique da Silva",0,2,0,2,29,27,193,190,93,93,"Scotland","Brazil","01/31/2017","SUB","blue",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,67,0
"1086","Rafael Feijao","Ovince Saint Preux",1,5,0,0,36,33,185,190,93,93,"Brazil","States","02/08/2016","DEC","red",0,0,0,0,1,0,0,0,0,1,1,0,11,11,1,54,24,4
"1087","Fredy Serrano","Hector Sandoval",1,1,0,0,37,30,165,157,56,56,"Colombia","Mexico","12/17/2016","DEC","red",0,0,0,0,0,0,2,2,1,0,0,0,12,8,2,5,0,0
"1088","Dileno Lopes","Anthony Birchak",1,3,0,0,32,30,165,172,61,61,"Brazil","USA","07/11/2016","DEC","red",2,0,1,0,0,0,1,1,1,1,0,0,23,18,5,47,0,0
"1089","Emily Peters Kagan","Kailin Curran",0,1,0,0,35,25,160,162,52,52,"USA","USA","12/14/2015","SUB","red",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29,38,14
"1090","Travis Browne","Fabricio Werdum",5,4,0,0,34,39,200,193,115,104,"States","Brazil","09/12/2016","DEC","red",0,0,0,0,0,1,1,1,1,2,1,0,71,19,43,65,91,50
"1091","Brian Camozzi","Randy Brown",0,3,0,1,25,26,187,190,77,77,"USA","Jamaica","12/11/2016","KO/TKO","red",0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,31,19,20
"1092","Ryan Janes","Gerald Meerschaert",1,1,1,1,35,29,190,185,84,84,"Canada","States","02/19/2017","SUB","red",0,0,0,1,0,0,0,0,0,0,0,0,35,27,20,14,0,0
"1093","Sean Soriano","Charles Rosa",2,1,0,0,27,30,175,175,65,65,"USA","USA","01/20/2015","SUB","red",0,0,0,0,0,1,0,0,0,0,1,1,20,12,11,9,10,3
"1094","Krzysztof Jotko","Thales Leites",5,6,4,1,27,35,185,185,84,84,"Poland","Brazil","11/20/2016","DEC","blue",0,0,0,0,2,1,0,0,3,2,3,2,41,48,49,55,56,31
"1095","Tyron Woodley","Robbie Lawler",4,5,2,4,34,35,175,180,77,77,"States","USA","07/31/2016","KO/TKO","blue",0,0,0,0,0,0,2,1,0,0,0,0,40,26,14,82,95,100
"1096","Teruto Ishihara","Artem Lobov",2,3,2,1,25,30,170,175,65,70,"Japan","Russia","11/20/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,33,27,18
"1097","Marcin Held","Joe Lauzon",1,6,0,0,25,32,175,177,70,70,"Poland","USA","01/17/2017","DEC","red",1,0,0,0,0,1,0,0,0,3,2,1,23,2,5,100,61,25
"1098","Beneil Dariush","Ramsey Nijem",1,1,1,1,27,28,177,180,70,70,"Iran","USA","05/21/2014","KO/TKO","red",1,0,0,0,1,0,0,0,0,0,2,3,9,0,0,15,15,16
"1099","Joby Sanchez","Tateki Matsuda",1,1,0,0,25,31,167,170,56,56,"USA","Japan","01/20/2015","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,17,16,8
"1100","Takanori Gomi","Jim Miller",3,5,0,0,38,33,172,172,70,70,"Japan","States","07/11/2016","KO/TKO","red",0,0,0,3,2,0,0,0,0,3,0,1,26,57,40,47,35,20
"1101","Derek Brunson","Uriah Hall",5,6,4,0,33,32,185,182,84,84,"States","Jamaica","09/19/2016","KO/TKO","blue",1,0,0,1,0,1,3,3,1,2,1,0,85,11,18,83,55,48
"1102","Jared Rosholt","Stefan Struve",3,2,3,1,30,29,187,213,120,120,"USA","Netherlands","11/18/2015","DEC","blue",0,0,0,0,0,0,1,2,3,0,0,0,22,44,33,19,31,45
"1103","James Moontasri","Kevin Lee",2,3,1,2,28,24,177,175,77,70,"Germany","States","07/16/2015","SUB","red",0,1,0,2,2,1,0,0,0,2,5,2,57,7,3,46,40,64
"1104","Thiago Alves","Jordan Mein",1,2,1,2,33,27,175,182,70,77,"Brazil","Canada","02/02/2015","KO/TKO","blue",0,0,0,0,0,0,0,0,0,1,1,2,38,37,41,27,16,13
"1105","Brendan Schaub","Travis Browne",1,1,0,0,34,34,193,200,111,115,"USA","States","12/08/2014","KO/TKO","red",0,0,0,0,0,0,0,0,1,0,0,0,5,10,15,17,6,13
"1106","Godofredo Pepey","Darren Elkins",3,5,3,2,29,32,170,177,65,65,"Brazil","States","07/25/2016","DEC","red",3,0,0,0,0,7,0,0,0,5,5,6,14,0,0,85,88,76
"1107","Mike Wilkinson","Niklas Backstrom",0,1,0,1,29,27,170,185,65,65,"England","Sweden","10/06/2014","KO/TKO","blue",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"1108","Dan Henderson","Daniel Cormier",1,1,1,1,46,38,180,180,84,93,"USA","USA","05/24/2014","SUB","red",0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,18,0,0
"1109","Sheldon Westcott","Pawel Pawlak",1,1,0,0,32,28,185,182,77,77,"Canada","Poland","04/13/2015","DEC","red",0,0,0,0,0,0,1,1,0,0,0,0,10,3,0,13,1,7
"1110","Sage Northcutt","Francisco Trevino",0,2,0,0,21,35,182,175,70,70,"USA","Mexico","10/05/2015","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,29,36
"1111","Johnny Eduardo","Aljamain Sterling",1,3,1,3,38,27,170,170,61,61,"Brazil","USA","12/14/2015","SUB","red",0,0,0,0,0,4,0,0,0,2,5,3,11,0,0,58,41,41
"1112","Cristina Stanciu","Maryna Moroz",0,2,0,0,22,25,165,170,52,52,"Romania","Ukraine","04/11/2016","DEC","red",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,36,9
"1113","Danny Castillo","Tony Ferguson",1,1,1,1,37,33,175,180,70,70,"USA","States","09/02/2014","DEC","red",1,0,0,1,0,0,0,0,0,1,0,0,15,1,0,38,0,0
"1114","Chan Sung Jung","Dennis Bermudez",0,6,0,2,30,30,170,167,65,65,"Korea","States","02/20/2017","KO/TKO","blue",0,0,0,1,2,0,0,0,0,8,7,3,0,0,0,110,97,47
"1115","Kyle Bochniak","Charles Rosa",0,3,0,0,30,30,170,175,65,65,"USA","USA","01/18/2016","DEC","red",0,0,0,0,2,3,0,0,0,4,4,4,0,0,0,38,34,26
"1116","Cole Miller","Max Holloway",1,4,1,4,32,25,185,180,65,65,"USA","USA","02/16/2015","DEC","red",0,1,0,0,0,1,0,0,0,0,0,0,24,14,0,142,90,67
"1117","Mizuto Hirota","Cole Miller",0,4,0,0,35,32,170,185,65,65,"Japan","USA","12/18/2016","DEC","blue",0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,64,45,21
"1118","Cody Garbrandt","Dominick Cruz",4,3,4,3,25,32,172,172,61,61,"USA","USA","01/02/2017","DEC","blue",0,0,0,0,0,0,2,0,1,4,2,1,57,24,27,57,38,40
"1119","Hector Sandoval","Wilson Reis",0,5,0,1,30,32,157,162,56,56,"Mexico","Brazil","07/31/2016","SUB","red",0,0,0,1,0,1,0,0,0,6,5,11,0,0,0,52,41,41
"1120","Jon Tuck","Damien Brown",3,2,0,1,32,32,180,177,70,70,"USA","Austrailia","11/27/2016","DEC","red",1,0,0,0,1,0,1,1,1,1,0,0,46,34,32,30,3,4
"1121","Dominick Cruz","TJ Dillashaw",1,4,1,4,32,31,172,167,61,61,"USA","USA","01/18/2016","DEC","blue",0,0,0,2,0,0,2,0,0,1,1,1,26,0,0,94,146,159
"1122","Frank Mir","Andrei Arlovski",3,3,2,3,37,38,190,193,119,109,"USA","Belarus","09/07/2015","DEC","red",0,1,0,0,0,0,0,1,0,0,0,0,27,2,0,69,6,1
"1123","Geane Herrera","Ali Bagautinov",2,3,1,0,26,31,165,162,56,56,"USA","Russia","06/20/2016","DEC","red",0,0,0,1,0,0,1,0,0,3,0,5,16,28,3,20,43,39
"1124","Patrick Cummins","Antonio Carlos Junior",3,1,2,1,36,27,187,187,93,84,"USA","Brazil","12/22/2014","DEC","blue",1,0,0,0,1,0,6,4,3,2,1,2,40,51,22,13,3,3
"1125","Joanne Calderwood","Valerie Letourneau",3,4,1,0,31,34,167,170,52,56,"Scotland","Canada","07/06/2016","KO/TKO","blue",0,0,0,2,0,0,0,3,2,2,0,2,58,70,82,63,113,92
"1126","Gegard Mousasi","Jacare Souza",2,1,1,1,31,37,187,185,84,84,"Netherlands","Brazil","09/08/2014","SUB","red",2,0,0,1,0,2,0,0,0,1,0,1,24,11,12,1,8,7
